energy;tempo;danceability;playlist_genre;loudness;liveness;valence;track_artist;time_signature;speechiness;track_popularity;track_href;uri;track_album_name;playlist_name;analysis_url;track_id;track_name;track_album_release_date;instrumentalness;track_album_id;mode;key;duration_ms;acousticness;id;playlist_subgenre;type;playlist_id
89;13352;502;rock;-5175;217;259;AC/DC;4;364;83;https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj;spotify:track:57bgtoPSgt236HzfBOd8kj;The Razors Edge;Rock Classics;https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj;57bgtoPSgt236HzfBOd8kj;Thunderstruck;24/9/1990;117;4vu7F6h90Br1ZtYYaqfITy;1;4;292880;147;57bgtoPSgt236HzfBOd8kj;classic;audio_features;37i9dQZF1DWXRqgorJj26U
446;123596;743;rock;-7807;337;278;The White Stripes;4;683;82;https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR;spotify:track:3dPQuX8Gs42Y7b454ybpMR;Elephant;Rock Classics;https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR;3dPQuX8Gs42Y7b454ybpMR;Seven Nation Army;1/4/2003;118;6D9urpsOWWKtYvF6PaorGE;0;4;232107;39;3dPQuX8Gs42Y7b454ybpMR;classic;audio_features;37i9dQZF1DWXRqgorJj26U
43;91844;515;rock;-9935;129;104;Radiohead;4;372;86;https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r;spotify:track:70LcF31zb1H0PyJoS1Sx1r;Pablo Honey;Rock Classics;https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r;70LcF31zb1H0PyJoS1Sx1r;Creep;22/2/1993;133;3gBVdu4a1MMJVMy6vwPEb8;1;7;238640;97;70LcF31zb1H0PyJoS1Sx1r;classic;audio_features;37i9dQZF1DWXRqgorJj26U
824;120125;5;rock;-5846;916;539;Nirvana;4;388;76;https://api.spotify.com/v1/tracks/4P5KoWXOxwuobLmHXLMobV;spotify:track:4P5KoWXOxwuobLmHXLMobV;Nevermind (Remastered);Rock Classics;https://api.spotify.com/v1/audio-analysis/4P5KoWXOxwuobLmHXLMobV;4P5KoWXOxwuobLmHXLMobV;Come As You Are;26/9/1991;161;2guirTSEqLizK7j9i1MTTZ;0;4;218920;16;4P5KoWXOxwuobLmHXLMobV;classic;audio_features;37i9dQZF1DWXRqgorJj26U
767;96483;592;rock;-2788;127;328;Red Hot Chili Peppers;4;27;81;https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox;spotify:track:48UPSzbZjgc449aqz8bxox;Californication (Deluxe Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox;48UPSzbZjgc449aqz8bxox;Californication;8/6/1999;165;2Y9IRtehByVkegoD7TcLfi;0;9;329733;21;48UPSzbZjgc449aqz8bxox;classic;audio_features;37i9dQZF1DWXRqgorJj26U
952;125304;445;rock;-5321;112;624;Guns N' Roses;4;522;84;https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW;spotify:track:7snQQk1zcKl8gZ92AnueZW;Appetite For Destruction;Rock Classics;https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW;7snQQk1zcKl8gZ92AnueZW;Sweet Child O' Mine;21/7/1987;843;28yHV3Gdg30AiB8h8em1eW;1;6;356067;9;7snQQk1zcKl8gZ92AnueZW;classic;audio_features;37i9dQZF1DWXRqgorJj26U
795;158691;464;rock;-9267;399;612;The Rolling Stones;4;926;81;https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8;spotify:track:63T7DJ1AFDD6Bn8VzG6JE8;Aftermath;Rock Classics;https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8;63T7DJ1AFDD6Bn8VzG6JE8;Paint It, Black;15/4/1966;244;72qrnM4yUNMDDlWiqKc8iY;1;1;202267;493;63T7DJ1AFDD6Bn8VzG6JE8;classic;audio_features;37i9dQZF1DWXRqgorJj26U
492;120151;828;rock;-9744;128;789;Fleetwood Mac;4;276;84;https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz;spotify:track:0ofHAoxe9vBkTCp2UQIavz;Rumours (Super Deluxe);Rock Classics;https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz;0ofHAoxe9vBkTCp2UQIavz;Dreams - 2004 Remaster;4/2/1977;428;0BwWUstDMUbgq2NYONRqlu;1;0;257800;644;0ofHAoxe9vBkTCp2UQIavz;classic;audio_features;37i9dQZF1DWXRqgorJj26U
881;158066;413;rock;-5541;805;364;Foo Fighters;4;367;81;https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk;spotify:track:5UWwZ5lm5PKu6eKsHAGxOk;The Colour And The Shape;Rock Classics;https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk;5UWwZ5lm5PKu6eKsHAGxOk;Everlong;20/5/1997;308;30ly6F6Xl0TKmyBCU50Khv;0;11;250547;0.00599;5UWwZ5lm5PKu6eKsHAGxOk;classic;audio_features;37i9dQZF1DWXRqgorJj26U
716;94379;535;rock;-5025;659;901;Joan Jett & the Blackhearts;4;431;77;https://api.spotify.com/v1/tracks/2Cdvbe2G4hZsnhNMKyGrie;spotify:track:2Cdvbe2G4hZsnhNMKyGrie;I Love Rock 'N' Roll (Expanded Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/2Cdvbe2G4hZsnhNMKyGrie;2Cdvbe2G4hZsnhNMKyGrie;I Love Rock 'N Roll;18/11/1981;0;555qwe1qUgLdee80TZ2CQt;1;4;175173;326;2Cdvbe2G4hZsnhNMKyGrie;classic;audio_features;37i9dQZF1DWXRqgorJj26U
322;93503;475;rock;-10687;11;387;Kansas;4;283;79;https://api.spotify.com/v1/tracks/6zeE5tKyr8Nu882DQhhSQI;spotify:track:6zeE5tKyr8Nu882DQhhSQI;Point Of Know Return (Expanded Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/6zeE5tKyr8Nu882DQhhSQI;6zeE5tKyr8Nu882DQhhSQI;Dust in the Wind;1977;56;6oU298pdPTCQnMx1PYwyUA;1;7;206267;367;6zeE5tKyr8Nu882DQhhSQI;classic;audio_features;37i9dQZF1DWXRqgorJj26U
394;104114;693;rock;-15882;247;721;Pink Floyd;4;428;74;https://api.spotify.com/v1/tracks/4gMgiXfqyzZLMhsksGmbQV;spotify:track:4gMgiXfqyzZLMhsksGmbQV;The Wall;Rock Classics;https://api.spotify.com/v1/audio-analysis/4gMgiXfqyzZLMhsksGmbQV;4gMgiXfqyzZLMhsksGmbQV;Another Brick in the Wall, Pt. 2;30/11/1979;694;5Dbax7G8SWrP9xyzkOvy2F;1;0;238747;782;4gMgiXfqyzZLMhsksGmbQV;classic;audio_features;37i9dQZF1DWXRqgorJj26U
899;152445;475;rock;-4321;14;603;Bon Jovi;4;637;72;https://api.spotify.com/v1/tracks/0X1sqQ652p1sceKM2nJlIJ;spotify:track:0X1sqQ652p1sceKM2nJlIJ;Bon Jovi;Rock Classics;https://api.spotify.com/v1/audio-analysis/0X1sqQ652p1sceKM2nJlIJ;0X1sqQ652p1sceKM2nJlIJ;Runaway;23/1/1984;0.00191;1UUOBzIHw0noiRGRpbt3sz;0;9;230667;375;0X1sqQ652p1sceKM2nJlIJ;classic;audio_features;37i9dQZF1DWXRqgorJj26U
943;85064;442;rock;-3205;91;781;Green Day;4;602;80;https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s;spotify:track:6L89mwZXSOwYl76YXfX13s;Dookie;Rock Classics;https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s;6L89mwZXSOwYl76YXfX13s;Basket Case;1/2/1994;0.000871;4uG8q3GPuWHQlRbswMIRS6;1;3;181533;293;6L89mwZXSOwYl76YXfX13s;classic;audio_features;37i9dQZF1DWXRqgorJj26U
345;84581;559;rock;-13496;141;458;Red Hot Chili Peppers;4;459;82;https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0;spotify:track:3d9DChrdc6BOeFsbrZ3Is0;Blood Sugar Sex Magik (Deluxe Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0;3d9DChrdc6BOeFsbrZ3Is0;Under the Bridge;24/9/1991;105;30Perjew8HyGkdSmqguYyg;1;4;264307;576;3d9DChrdc6BOeFsbrZ3Is0;classic;audio_features;37i9dQZF1DWXRqgorJj26U
814;147193;673;rock;-5411;343;728;Billy Idol;4;367;70;https://api.spotify.com/v1/tracks/1gzIbdFnGJ226LTl0Cn2SX;spotify:track:1gzIbdFnGJ226LTl0Cn2SX;Billy Idol;Rock Classics;https://api.spotify.com/v1/audio-analysis/1gzIbdFnGJ226LTl0Cn2SX;1gzIbdFnGJ226LTl0Cn2SX;White Wedding - Pt. 1;1/1/1982;293;5ebh0MxkqELmk50xHj2b4k;1;9;252200;134;1gzIbdFnGJ226LTl0Cn2SX;classic;audio_features;37i9dQZF1DWXRqgorJj26U
767;127361;532;rock;-5509;39;755;AC/DC;4;574;81;https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo;spotify:track:2SiXAy7TuUkycRVbbWDEpo;Back In Black;Rock Classics;https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo;2SiXAy7TuUkycRVbbWDEpo;You Shook Me All Night Long;25/7/1980;513;6mUdeDZCsExyJLMdAfDuwh;1;7;210173;287;2SiXAy7TuUkycRVbbWDEpo;classic;audio_features;37i9dQZF1DWXRqgorJj26U
863;136302;723;rock;-789;128;931;The Rolling Stones;4;338;76;https://api.spotify.com/v1/tracks/2PzU4IB8Dr6mxV3lHuaG34;spotify:track:2PzU4IB8Dr6mxV3lHuaG34;Out Of Our Heads;Rock Classics;https://api.spotify.com/v1/audio-analysis/2PzU4IB8Dr6mxV3lHuaG34;2PzU4IB8Dr6mxV3lHuaG34;(I Can't Get No) Satisfaction - Mono Version;30/7/1965;317;2Q5MwpTmtjscaS34mJFXQQ;1;2;222813;383;2PzU4IB8Dr6mxV3lHuaG34;classic;audio_features;37i9dQZF1DWXRqgorJj26U
449;100456;486;rock;-10298;54;549;David Bowie;4;267;76;https://api.spotify.com/v1/tracks/0pQskrTITgmCMyr85tb9qq;spotify:track:0pQskrTITgmCMyr85tb9qq;The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster);Rock Classics;https://api.spotify.com/v1/audio-analysis/0pQskrTITgmCMyr85tb9qq;0pQskrTITgmCMyr85tb9qq;Starman - 2012 Remaster;6/6/1972;0.000223;48D1hRORqJq52qsnUYZX56;1;5;254293;166;0pQskrTITgmCMyr85tb9qq;classic;audio_features;37i9dQZF1DWXRqgorJj26U
902;8974;412;rock;-116;405;422;Led Zeppelin;4;405;72;https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8;spotify:track:0hCB0YR03f6AmQaHbwWDe8;Led Zeppelin II (1994 Remaster);Rock Classics;https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8;0hCB0YR03f6AmQaHbwWDe8;Whole Lotta Love - 1990 Remaster;22/10/1969;131;70lQYZtypdCALtFVlQAcvx;1;9;333893;484;0hCB0YR03f6AmQaHbwWDe8;classic;audio_features;37i9dQZF1DWXRqgorJj26U
722;103886;55;rock;-11729;11;716;The Doors;4;283;70;https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe;spotify:track:14XWXWv5FoCbFzLksawpEe;L.A. Woman;Rock Classics;https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe;14XWXWv5FoCbFzLksawpEe;Riders on the Storm;19/4/1971;129;7IKUTIc9UWuVngyGPtqNHS;0;11;434720;25;14XWXWv5FoCbFzLksawpEe;classic;audio_features;37i9dQZF1DWXRqgorJj26U
944;105338;394;rock;-6506;298;265;Pearl Jam;4;761;77;https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei;spotify:track:6QewNVIDKdSl8Y3ycuHIei;Ten;Rock Classics;https://api.spotify.com/v1/audio-analysis/6QewNVIDKdSl8Y3ycuHIei;6QewNVIDKdSl8Y3ycuHIei;Even Flow;27/8/1991;0.000454;5B4PYA7wNN4WdEXdIJu58a;0;10;292581;178;6QewNVIDKdSl8Y3ycuHIei;classic;audio_features;37i9dQZF1DWXRqgorJj26U
952;122093;398;rock;-6042;1;584;Bruce Springsteen;4;61;72;https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9;spotify:track:0dOg1ySSI7NkpAe89Zo0b9;Born In The U.S.A.;Rock Classics;https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9;0dOg1ySSI7NkpAe89Zo0b9;Born in the U.S.A.;4/6/1984;0.00775;0PMasrHdpaoIRuHuhHp72O;1;4;278680;373;0dOg1ySSI7NkpAe89Zo0b9;classic;audio_features;37i9dQZF1DWXRqgorJj26U
917;171176;356;rock;-6006;406;518;The Verve;4;479;79;https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw;spotify:track:57iDDD9N9tTWe75x6qhStw;Urban Hymns (Remastered 2016);Rock Classics;https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw;57iDDD9N9tTWe75x6qhStw;Bitter Sweet Symphony - Remastered 2016;29/9/1997;0;52AeC4gwbxDfFlLHgK1ByD;1;9;357267;335;57iDDD9N9tTWe75x6qhStw;classic;audio_features;37i9dQZF1DWXRqgorJj26U
589;124634;455;rock;-864;104;254;Guns N' Roses;4;328;75;https://api.spotify.com/v1/tracks/2N2yrmodOnVF10mKvItC9P;spotify:track:2N2yrmodOnVF10mKvItC9P;Use Your Illusion I;Rock Classics;https://api.spotify.com/v1/audio-analysis/2N2yrmodOnVF10mKvItC9P;2N2yrmodOnVF10mKvItC9P;Don't Cry (Original);17/9/1991;358;0CxPbTRARqKUYighiEY9Sz;1;11;283733;184;2N2yrmodOnVF10mKvItC9P;classic;audio_features;37i9dQZF1DWXRqgorJj26U
805;113253;438;rock;-6237;842;564;Jimi Hendrix;4;624;72;https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f;spotify:track:2aoo2jlRnM3A0NyLQqMN2f;Electric Ladyland;Rock Classics;https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f;2aoo2jlRnM3A0NyLQqMN2f;All Along the Watchtower;25/10/1968;0.00569;5z090LQztiqh13wYspQvKQ;1;8;240800;255;2aoo2jlRnM3A0NyLQqMN2f;classic;audio_features;37i9dQZF1DWXRqgorJj26U
239;189507;446;rock;-13945;697;298;Phil Collins;4;316;76;https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb;spotify:track:18AXbzPzBS8Y3AkgSxzJPb;Face Value (Deluxe Editon);Rock Classics;https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb;18AXbzPzBS8Y3AkgSxzJPb;In The Air Tonight - 2015 Remastered;1/1/1981;0.000041;1cM3r0WQZWNkCpEbmFjLln;1;0;336453;551;18AXbzPzBS8Y3AkgSxzJPb;classic;audio_features;37i9dQZF1DWXRqgorJj26U
521;123118;721;rock;-8123;127;942;Talking Heads;4;613;76;https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL;spotify:track:1i6N76fftMZhijOzFQ5ZtL;Talking Heads '77 (Deluxe Version);Rock Classics;https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL;1i6N76fftMZhijOzFQ5ZtL;Psycho Killer - 2005 Remaster;16/9/1977;545;5eqcF7pWzHgWpGdEmHgeSN;1;2;261413;708;1i6N76fftMZhijOzFQ5ZtL;classic;audio_features;37i9dQZF1DWXRqgorJj26U
67;129269;619;rock;-10322;331;777;Lenny Kravitz;4;353;71;https://api.spotify.com/v1/tracks/45Ia1U4KtIjAPPU7Wv1Sea;spotify:track:45Ia1U4KtIjAPPU7Wv1Sea;Are You Gonna Go My Way;Rock Classics;https://api.spotify.com/v1/audio-analysis/45Ia1U4KtIjAPPU7Wv1Sea;45Ia1U4KtIjAPPU7Wv1Sea;Are You Gonna Go My Way;9/3/1993;109;35LzZH7Fgog8lf1hfcdoMQ;0;11;211933;165;45Ia1U4KtIjAPPU7Wv1Sea;classic;audio_features;37i9dQZF1DWXRqgorJj26U
828;10525;539;rock;-9108;154;562;Metallica;4;35;70;https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ;spotify:track:54bm2e3tk8cliUz3VSdCPZ;Master of Puppets (Remastered Deluxe Box Set);Rock Classics;https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ;54bm2e3tk8cliUz3VSdCPZ;Master of Puppets (Remastered);3/3/1986;421;7CGhx630DIjdJqaBDVKc5j;0;4;515387;67;54bm2e3tk8cliUz3VSdCPZ;classic;audio_features;37i9dQZF1DWXRqgorJj26U
487;114965;73;rock;-10991;852;731;Fleetwood Mac;4;303;79;https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq;spotify:track:254bXAqt3zP6P50BdQvEsq;Tango In the Night (Deluxe Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq;254bXAqt3zP6P50BdQvEsq;Everywhere - 2017 Remaster;13/4/1987;1;4AsXQ17Arq1cUVoa9dKJ3F;1;4;226653;258;254bXAqt3zP6P50BdQvEsq;classic;audio_features;37i9dQZF1DWXRqgorJj26U
697;116109;741;rock;-7028;133;774;Creedence Clearwater Revival;4;277;84;https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU;spotify:track:2LawezPeJhN4AWuSB0GtAU;Pendulum (Expanded Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU;2LawezPeJhN4AWuSB0GtAU;Have You Ever Seen The Rain;7/12/1970;0.00228;372cMadhAGlNuDnc8TssqF;1;0;160133;664;2LawezPeJhN4AWuSB0GtAU;classic;audio_features;37i9dQZF1DWXRqgorJj26U
579;127215;62;rock;-9307;858;691;The Cars;4;473;69;https://api.spotify.com/v1/tracks/4alHo6RGd0D3OUbTPExTHN;spotify:track:4alHo6RGd0D3OUbTPExTHN;The Cars;Rock Classics;https://api.spotify.com/v1/audio-analysis/4alHo6RGd0D3OUbTPExTHN;4alHo6RGd0D3OUbTPExTHN;Just What I Needed;6/6/1978;0.00064;4tJPWT4r4FSKwy784Qs1Fq;1;4;225627;152;4alHo6RGd0D3OUbTPExTHN;classic;audio_features;37i9dQZF1DWXRqgorJj26U
912;116761;502;rock;-4556;106;72;Nirvana;4;564;76;https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T;spotify:track:5ghIJDpPoe3CfHMGu71E6T;Nevermind (Remastered);Rock Classics;https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T;5ghIJDpPoe3CfHMGu71E6T;Smells Like Teen Spirit;26/9/1991;173;2guirTSEqLizK7j9i1MTTZ;1;1;301920;0.00255;5ghIJDpPoe3CfHMGu71E6T;classic;audio_features;37i9dQZF1DWXRqgorJj26U
833;88785;466;rock;-4215;327;661;Rage Against The Machine;4;304;78;https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp;spotify:track:59WN2psjkt1tyaxjspN8fp;Rage Against The Machine - XX (20th Anniversary Special Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp;59WN2psjkt1tyaxjspN8fp;Killing In The Name;1992;0;4Io5vWtmV1rFj4yirKb4y4;1;7;313573;266;59WN2psjkt1tyaxjspN8fp;classic;audio_features;37i9dQZF1DWXRqgorJj26U
376;164775;53;rock;-11913;926;188;The Beatles;4;4;75;https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD;spotify:track:2EqlS6tkEnglzr7tkKAAYD;Abbey Road (Remastered);Rock Classics;https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD;2EqlS6tkEnglzr7tkKAAYD;Come Together - Remastered 2009;26/9/1969;247;0ETFjACtuP2ADo6LFhL6HN;0;9;259947;304;2EqlS6tkEnglzr7tkKAAYD;classic;audio_features;37i9dQZF1DWXRqgorJj26U
786;126755;482;rock;-5735;446;793;Kansas;4;32;73;https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw;spotify:track:4DMKwE2E2iYDKY01C335Uw;Leftoverture (Expanded Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw;4DMKwE2E2iYDKY01C335Uw;Carry on Wayward Son;1976;0.00888;7MejfRSNnrpcLZIxkeZDqR;1;7;323000;321;4DMKwE2E2iYDKY01C335Uw;classic;audio_features;37i9dQZF1DWXRqgorJj26U
789;129802;674;rock;-6903;753;918;Blur;4;676;78;https://api.spotify.com/v1/tracks/1FTSo4v6BOZH9QxKc3MbVM;spotify:track:1FTSo4v6BOZH9QxKc3MbVM;Blur (Special Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/1FTSo4v6BOZH9QxKc3MbVM;1FTSo4v6BOZH9QxKc3MbVM;Song 2 - 2012 Remaster;10/2/1997;708;7HvIrSkKGJCzd8AKyjTJ6Q;1;8;121160;178;1FTSo4v6BOZH9QxKc3MbVM;classic;audio_features;37i9dQZF1DWXRqgorJj26U
441;81334;519;rock;-14178;76;25;Pixies;4;353;76;https://api.spotify.com/v1/tracks/7wCmS9TTVUcIhRalDYFgPy;spotify:track:7wCmS9TTVUcIhRalDYFgPy;Surfer Rosa (2007 Remaster);Rock Classics;https://api.spotify.com/v1/audio-analysis/7wCmS9TTVUcIhRalDYFgPy;7wCmS9TTVUcIhRalDYFgPy;Where Is My Mind? - 2007 Remaster;21/3/1988;453;50j4Wm1b9hLpSpPIA39Vp9;1;4;234973;204;7wCmS9TTVUcIhRalDYFgPy;classic;audio_features;37i9dQZF1DWXRqgorJj26U
836;113375;743;rock;-6465;384;82;The Clash;4;116;80;https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz;spotify:track:39shmbIHICJ2Wxnk1fPSdz;Combat Rock (Remastered);Rock Classics;https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz;39shmbIHICJ2Wxnk1fPSdz;Should I Stay or Should I Go - Remastered;1982;0;1ZH5g1RDq3GY1OvyD0w0s2;1;2;188987;804;39shmbIHICJ2Wxnk1fPSdz;classic;audio_features;37i9dQZF1DWXRqgorJj26U
528;109975;932;rock;-6472;163;757;Queen;4;161;71;https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J;spotify:track:57JVGBtBLCfHw2muk5416J;The Game (Deluxe Remastered Version);Rock Classics;https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J;57JVGBtBLCfHw2muk5416J;Another One Bites The Dust - Remastered 2011;27/6/1980;329;6wPXUmYJ9mOWrKlLzZ5cCa;0;5;214653;115;57JVGBtBLCfHw2muk5416J;classic;audio_features;37i9dQZF1DWXRqgorJj26U
905;128019;602;rock;-4046;117;411;Muse;4;775;75;https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ;spotify:track:4VqPOruhp5EdPBeR92t6lQ;The Resistance;Rock Classics;https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ;4VqPOruhp5EdPBeR92t6lQ;Uprising;10/9/2009;64;0eFHYz8NmK75zSplL5qlfM;1;2;304840;202;4VqPOruhp5EdPBeR92t6lQ;classic;audio_features;37i9dQZF1DWXRqgorJj26U
519;98883;653;rock;-10164;101;822;Buffalo Springfield;4;497;76;https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA;spotify:track:1qRA5BS78u3gME0loMl9AA;Buffalo Springfield;Rock Classics;https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA;1qRA5BS78u3gME0loMl9AA;For What It's Worth;5/12/1966;209;3PkdGRruLnJ9zCtANiDrpB;1;2;153693;406;1qRA5BS78u3gME0loMl9AA;classic;audio_features;37i9dQZF1DWXRqgorJj26U
946;13818;454;rock;-5978;173;647;Van Halen;4;13;68;https://api.spotify.com/v1/tracks/0upLyFR8Rr52ZpMp5esQoq;spotify:track:0upLyFR8Rr52ZpMp5esQoq;Van Halen (Remastered);Rock Classics;https://api.spotify.com/v1/audio-analysis/0upLyFR8Rr52ZpMp5esQoq;0upLyFR8Rr52ZpMp5esQoq;You Really Got Me - 2015 Remaster;10/2/1978;0;7DdEbYFPKTZ8KB4z6L4UnQ;0;1;156147;223;0upLyFR8Rr52ZpMp5esQoq;classic;audio_features;37i9dQZF1DWXRqgorJj26U
828;105435;35;rock;-5373;774;147;Soundgarden;4;41;76;https://api.spotify.com/v1/tracks/2EoOZnxNgtmZaD8uUmz2nD;spotify:track:2EoOZnxNgtmZaD8uUmz2nD;Superunknown (Deluxe Edition);Rock Classics;https://api.spotify.com/v1/audio-analysis/2EoOZnxNgtmZaD8uUmz2nD;2EoOZnxNgtmZaD8uUmz2nD;Black Hole Sun;9/3/1994;161;29sTacnS0qA9xri6YS8xLA;1;6;318587;217;2EoOZnxNgtmZaD8uUmz2nD;classic;audio_features;37i9dQZF1DWXRqgorJj26U
349;124348;489;rock;-14295;866;622;Santana;4;323;70;https://api.spotify.com/v1/tracks/4YMQXzscifAREG0a7KNGhB;spotify:track:4YMQXzscifAREG0a7KNGhB;Santana's Greatest Hits;Rock Classics;https://api.spotify.com/v1/audio-analysis/4YMQXzscifAREG0a7KNGhB;4YMQXzscifAREG0a7KNGhB;Black Magic Woman - Single Version;1/7/1994;789;1YrdGK2y2Edq2R5gFja2ai;0;2;196467;676;4YMQXzscifAREG0a7KNGhB;classic;audio_features;37i9dQZF1DWXRqgorJj26U
872;159925;587;rock;-5066;622;735;Lenny Kravitz;4;484;73;https://api.spotify.com/v1/tracks/1OxcIUqVmVYxT6427tbhDW;spotify:track:1OxcIUqVmVYxT6427tbhDW;5;Rock Classics;https://api.spotify.com/v1/audio-analysis/1OxcIUqVmVYxT6427tbhDW;1OxcIUqVmVYxT6427tbhDW;Fly Away;12/5/1998;0;6MCNMOCRsh6nxs7PNzc0zN;1;7;221333;18;1OxcIUqVmVYxT6427tbhDW;classic;audio_features;37i9dQZF1DWXRqgorJj26U
808;151008;577;rock;-704;221;869;The Police;4;39;75;https://api.spotify.com/v1/tracks/1oYYd2gnWZYrt89EBXdFiO;spotify:track:1oYYd2gnWZYrt89EBXdFiO;Reggatta De Blanc (Remastered 2003);Rock Classics;https://api.spotify.com/v1/audio-analysis/1oYYd2gnWZYrt89EBXdFiO;1oYYd2gnWZYrt89EBXdFiO;Message In A Bottle;2/10/1979;0.00133;2EpuND32cO7CX0gXZl2NB6;0;1;290280;338;1oYYd2gnWZYrt89EBXdFiO;classic;audio_features;37i9dQZF1DWXRqgorJj26U
758;112113;489;rock;-6491;92;435;David Bowie;4;297;72;https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z;spotify:track:7Jh1bpe76CNTCgdgAdBw4Z;"""Heroes"" (2017 Remaster)";Rock Classics;https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z;7Jh1bpe76CNTCgdgAdBw4Z;Heroes - 2017 Remaster;1977;49;4I5zzKYd2SKDgZ9DRf5LVk;1;7;371413;678;7Jh1bpe76CNTCgdgAdBw4Z;classic;audio_features;37i9dQZF1DWXRqgorJj26U
